afo_application_number,ai_number,cnmp_received_date,deadline_to_request_hearing,deadline_to_submit_written_comments,farm_address,farm_county,farm_designation,farm_name,latest_cnmp_status_form_received_date,latitude,longitude,nmp_received_date,noi_received_date,number_of_animals,primary_animal_type,public_hearing_date,public_hearing_location,status,conservation_plan_received_date,afo_registered_date,afo_registration_number,coc_received_date
,66770,39869,,,"1635 Cedar Hall Rd, Pocomoke City MD 21851",Worcester,CAFO,"MINH V. MA/ THE GOOD, THE BAD, THE UGLY",,38.089217,-75.517043,41463,39909,250000,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0361,
,130889,39869,,,"2310 Worcester Hwy, Pocomoke City MD 21851",Worcester,CAFO,MINH V. MA/GREEN FARM,,38.071074,-75.518925,41456,39909,96000,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0359,
,66636,40591,,,"3206 Byrd Rd, Pocomoke City MD 21851",Worcester,CAFO,MINH V. MA/MEATBALL FARM,,38.053402,-75.580952,39869,39909,42000,Chickens-not laying hens-dry,,,Registered,,40983,2009-CCD-0360,
,67248,39552,,,"1905 Five Bridges Rd, Snow Hill MD 21863",Worcester,CAFO,MINH VINH/TEN HOUSE FARM,,38.188779,-75.551911,39864,39864,430000,Chickens-not laying hens-dry,,,Registered,,40387,2009-CCD-0013,
,67094,40634,,,"35345 E. Line Rd, Willards MD 21874",Wicomico,CAFO,MOHAMMAD ARSHAD/CH. FATEH & J. KASANA FARM,,38.451191,-75.384193,39925,39925,145800,Chickens-not laying hens-dry,,,Registered,,41089,2009-CCD-0368,
,130030,40308,,,"4629 Nassawango Rd, Snow Hill MD 21863",Worcester,CAFO,MOHAMMAD IQBAL/PINEWOOD RANCH,,38.164931,-75.443966,41512,40021,45800,Chickens-not laying hens-dry,,,Registered,,41498,2009-CCD-0375,
,66965,41915,,,"26955 Fitzgerald Rd, Princess Anne MD 21853",Somerset,CAFO,MONIE BAY FARMS INCORPORATED,,38.189101,-75.819536,,41183,73000,Chickens-not laying hens-dry,,,Registered,,41957,2012-CCD-0489,
,137050,40966,,,"5625 Mt. Hermon Church Rd, Salisbury MD 21804",Wicomico,CAFO,MOON SUB LEE/SALISBURY FARM,,38.34435,-75.536564,,40976,52000,Chickens-not laying hens-dry,,,Registered,,41086,2012-CCD-0608,
,67168,40521,,,"8040 Dividing Creek Rd, Pocomoke MD 21851",Worcester,CAFO,MUOI TRAN/THAN HUU FARM,,38.101266,-75.559,39882,39882,164000,Chickens-not laying hens-dry,,,Registered,,41577,2009-CCD-0328,
,129987,,,,"5626 Lone Pine Rd, Rhodesdale MD 21659",Dorchester,MAFO,"MURPHY'S CRUSTING & UNILOADER SERVICE, INC./DOUBLE TROUBLE",,38.576696,-75.775831,41744,40170,176000,Chickens-not laying hens-dry,,,Registered,,41942,2009-MCD-0564,
,118853,,,,"5624 Eldorado Sharptown Rd, Rhodesdale MD 21659",Dorchester,MAFO,"MURPHY'S CRUSTING, INC./ROBERT'S FARM",,38.573167,-75.753674,41558,41558,172000,Chickens-not laying hens-dry,,,Registered,,41810,2013-MCD-0673,
,137643,40463,,,"26315 Porter Mill Rd, Hebron MD 21830",Wicomico,CAFO,MURRAY FARMS INC/PORTER MILL FARM,,38.43107,-75.699082,39863,39863,54400,Chickens-not laying hens-dry,,,Registered,,40812,2009-CCD-0478,
,67817,40463,,,"4700 Dividing Rd4782 Dividing Rd, Salisbury MD 21801",Wicomico,CAFO,"MURRAY FARMS, INC./DIVIDING ROAD & KELRIN FARMS",,38.32316,-75.664777,39863,39863,195900,Chickens-not laying hens-dry,,,Registered,,41178,2009-CCD-0098,
,133052,40563,,,"33669 Dublin Rd, Princess Anne MD 21853",Somerset,CAFO,MY N. TRAN/MAXINE RUBIN FARM,,38.15131,-75.583655,,40556,220000,Chickens-not laying hens-dry,,,Registered,,40905,2011-CCD-0451,
,66971,41382,,,"31944 West Post Office Rd, Princess Anne MD 21853",Somerset,CAFO,MYONG JA SO/NEW WORLD & ADEN FARM,,38.217974,-75.64485,,39867,220000,Chickens-not laying hens-dry,,,Registered,,41484,2009-CCD-0108,
,67958,41856,,,"24425 Pinetown Rd, Preston MD 21655",Caroline,CAFO,"NADEEM ASHRAF/ EASTON FARM, LLC",,38.796778,-75.858467,,41731,80000,Chickens-not laying hens-dry,,,Registered,,41936,2014-CCD-0001,
,67895,41411,,,"810 Brick Schoolhouse Rd, Centreville MD 21617",Queen Anne's,CAFO,"NATIVE ENTERPRISES, LLC",,39.096529,-76.025307,,41389,66000,Chickens-not laying hens-dry,,,Registered,,41411,2009-CCD-0192,
,66969,40540,,,"7208 Mennonite Church Rd, Westover MD 21871",Somerset,CAFO,NELLIE OVERHOLT,,38.077538,-75.658677,,41233,75000,Chickens-not laying hens-dry,,,Registered,,41381,2009-CCD-0486,
,67936,40228,,,"8440 Courthouse Hill Rd, Pocomoke City MD 21851",Somerset,CAFO,NEWTON BUI/VINA CAO FARM,,38.110891,-75.562521,39870,39870,85000,Chickens-not laying hens-dry,,,Registered,,40983,2009-CCD-0156,
,68123,40567,,,"12425 Tingle Lane, Bishopville MD 21813",Worcester,CAFO,"NGUYEN FARMS, INC",,38.423804,-75.157712,,39870,145000,Chickens-not laying hens-dry,,,Registered,,40973,2009-CCD-0157,
,66850,39260,,,"14545 Oakland Rd, Ridgely MD 21660",Caroline,CAFO,OAKLAND VIEW FARMS LLC,,38.997417,-75.870888,41081,39260,620,Dairy Cattle,,,Registered,,41184,2007-CCD-0321,
,67862,41921,,,"33046 Ed Boston Rd, Princess Anne MD 21853",Somerset,CAFO,OSCAR T. RENTSCHLER/BLACK LAB ACRES,,38.192134, -75.605763,,41696,142000,Chickens-not laying hens-dry,,,Registered,,41933,2009-CCD-0106,
,67037,40602,,,"6811 Cherry Walk Rd, Hebron MD 21830",Wicomico,CAFO,PARVAR INC./ALLAN BANK FARM,,38.386156,-75.789559,39874,39874,90000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0242,
,67939,40248,,,"13831 Allen Rd, Princess Anne MD 21853",Somerset,CAFO,PAT LAYFIELD FARM,,38.260853,-75.680343,40695,39869,40000,Chickens-not laying hens-dry,,,Registered,,40939,2009-CCD-0129,
,93333,41542,,,"115 Patterson Dairy Lane, Chestertown MD 21620",Kent,CAFO,"PATTERSON FARMS, INC/HOME FARM",,39.225293,-75.96645,41414,41086,561,Dairy Cattle,,,Registered,,41820,2012-CDC-0669,
,66864,40067,,,"26846 Baker Rd, Denton MD 21629",Caroline,CAFO,PAUL & MARY JO TOWERS & BADNEWS,,38.909058,-75.772616,41278,39870,103000,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0021,
,108776,41535,,,"9601 Chapel Rd, Easton MD 21601",Talbot,CAFO,PAUL AARON HUTCHISON SR./HOME FARM,,38.810605,-76.025724,,41498,98000,Chickens-not laying hens-dry,,,Registered,,41634,2013-CCD-0664,
,67089,40276,,,"8210 New Hope Rd, Willards MD 21874",Wicomico,CAFO,PAUL D. CHESNIK/ELYSIAN FIELDS,,38.408059,-75.328146,39867,39867,46600,Chickens-not laying hens-dry,,,Registered,,40588,2009-CCD-0040,
,132683,40463,,,"34288 Wango Rd, Parsonsburg MD 21849",Wicomico,CAFO,"PENIAL FARM, LLC",,38.319261,-75.423396,,40513,58000,Chickens-not laying hens-dry,,,Registered,,40911,2010-CCD-0438,
,66756,40008,,,"12308 Palmetto Church Rd, Princess Anne MD 21853",Somerset,CAFO,"PETER AND JOSEPH FARM, INC./MARIA & JOSEPH FARM",,38.218406,-75.649526,39878,39878,240000,Chickens-not laying hens-dry,,,Registered,,40387,2009-CCD-0011,
,67011,40360,,,"33182 Matthewstown Rd, Easton MD 21601",Talbot,CAFO,PHILLIP ORRELL/ADVANTAGE FARM,,38.825462,-75.919828,39897,39870,42200,Chickens-not laying hens-dry,,,Registered,,40983,2009-CCD-0158,
,66882,40911,,,"27700 Possum Hill Rd, Federalsburg MD 21632",Caroline,CAFO,"POSSUM HILL FARMS, INC.",,38.777749,-75.744034,41380,39870,165000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0159,
,67142,40399,,,"35158 Mt Hermon Rd, Pittsville MD 21850",Wicomico,CAFO,PRESTON R. SMITH/R & D FARMS,,38.328975,-75.395117,39867,39867,47300,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0109,
,66668,41309,,,"8919 Morris Rd, Whaleyville MD 21872",Worcester,CAFO,R & S FARM OPERATIONS LLC/ROASTER FARM,,38.446609,-75.264776,,41309,108000,Chickens-not laying hens-dry,,,Registered,,41815,2013-CCD-0648,
,67216,41309,,,"13124 Blueberry Rd, Whaleyville MD 21872",Worcester,CAFO,R & S FARM OPERATIONS LLC/SWAMP FARM,,38.442606,-75.287507,39876,41309,100000,Chickens-not laying hens-dry,,,Registered,,41848,2013-CCD-0283,
,133394,41103,,,"3931 Laurel Grove Rd, Federalsburg MD 21632",Caroline,CAFO,R. MICHAEL RICHARDSON/CHERRY LANE FARM,,38.717775,-75.804332,40599,40599,81000,Chickens-not laying hens-dry,,,Registered,,41218,2011-CCD-0461,
,67824,41694,,,"31503 Rehobeth Rd, Westover MD 21871",Somerset,CAFO,"RAMSAY FAMILY FARM, INC.",,38.053131,-75.66158,41694,39871,127500,Chickens-not laying hens-dry,,,Registered,,41740,2009-CCD-0509,
,68005,40459,,,"26229 Williamsburg Rd, Federalsburg MD 21632",Caroline,CAFO,RANDY & ANN COLLINS FARM,,38.683164,-75.79522,41015,39875,63000,Chickens-not laying hens-dry,,,Registered,,40746,2009-CCD-0077,
,67229,39900,,,"8052 Ironshire Station Rd, Berlin MD 21811",Worcester,CAFO,RANDY BUI/RANDY FARM,,38.315424,-75.296131,39870,39870,210800,Chickens-not laying hens-dry,,,Registered,,41796,2009-CCD-0160,
,67154,40459,,,"6418 Palmers Mills Rd, Hurlock MD 21632",Dorchester,CAFO,RANDY COLLINS/MOTHER HEN FARM,,38.635568,-75.82234,39874,39874,51000,Chickens-not laying hens-dry,,,Registered,,41844,2009-CCD-0243,
,132356,40466,,,"10012 Arden Station Road, Princess Anne MD 21853",Somerset,CAFO,RANTZ WILLIAM PURCELL/RWP FARM,,38.15806,-75.665112,,40463,90000,Chickens-not laying hens-dry,,,Registered,,40905,2010-CCD-0429,
,67905,41204,,,"6787 Powellville Rd, Willards MD 21874",Wicomico,CAFO,RAY A. LEWIS/LEWIS FARM,,38.373673,-75.352174,40520,39874,63000,Chickens-not laying hens-dry,,,Registered,,41304,2009-CCD-0244,
,67145,41204,,,"32516 Downing Rd, Delmar MD 21875",Wicomico,CAFO,RAY A. LEWIS/RAY'S CHICKS,,38.432387,-75.484113,40520,39874,43200,Chickens-not laying hens-dry,,,Registered,,41304,2009-CCD-0245,
,66961,41586,,,"5519 Town Point Rd, Cambridge MD 21613",Dorchester,CAFO,RAYMOND AARON JR.,,38.568569,-76.141839,,41312,57000,Chickens-not laying hens-dry,,,Registered,,41677,2013-CCD-0534,
,131204,,,,"33960 Sassafras Caldwell Rd, Galena MD 21635",Kent,MAFO,"RICH LEVELS GRAIN, INC.",,39.37485,-75.782499,,41886,,,,,Registered,,41949,2014-MCD-0568,
,68014,40806,,,"8916 Cedar Lane Rd, Berlin MD 21811",Worcester,CAFO,RICHARD & KAREN WIDGEON,,38.318331,-75.262964,,39909,84000,Chickens-not laying hens-dry,,,Registered,,40928,2009-CCD-0363,
,67254,39877,,,"1128 Snow Hill Rd, Stockton MD 21864",Worcester,CAFO,RICHARD E. BLEVINS/TWIN OAK FARM,,38.040902,-75.408762,39877,39877,122400,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0024,
,132829,40665,,,"12805 Kibler Rd, Greensboro MD 21639",Caroline,CAFO,RICHARD H. JANVIER,,38.95651,-75.765258,,40526,75000,Chickens-not laying hens-dry,,,Registered,,41563,2010-CCD-0443,
,67036,40308,,,"5531 Thompsontown Rd, East New Market MD 21631",Dorchester,MAFO,RICHARD HALL/HALLADISE & HIDDEN HARVEST FARMS,,38.562918,-75.9091,39874,39874,,,,,Registered,,41218,2009-MCD-0518,
,139694,41907,,,"346 Hall Rd, Pocomoke City MD 21851",Worcester,CAFO,RICKY HOLLAND JEN RIC FARM,,38.009829, -75.616052,,41302,50000,Chickens-not laying hens-dry,,,Registered,,41967,2013-CCD-0687,
,67204,41886,,,"2315 Tulls Corner Road, Pocomoke City MD 21851",Worcester,CAFO,RICKY SCOTT HOLLAND/RAILROAD FARMS,,38.019234, -75.550721,,41494,108000,Chickens-not laying hens-dry,,,Registered,,41942,2013-CCD-0367,
,130079,40598,,,"1302 Colona Road, Pocomoke City MD 21851",Worcester,CAFO,RICKY T. HOLLAND/COLONA FARM,,38.012379,-75.600983,40448,40189,110000,Chickens-not laying hens-dry,,,Registered,,41717,2010-CCD-0394,
,102282,41541,,,"27164 Iron Gate Rd, Federalsburg MD 21632",Caroline,CAFO,ROBERT EDWIN LOVE/BOBBY LOVE FARM,,38.798385,-75.762051,,41344,54000,Chickens-not laying hens-dry,,,Registered,,41614,2013-CCD-0672,
,67062,40540,,,"26731 Siloam Rd, Salisbury MD 21601",Wicomico,CAFO,ROBERT GRAVES/BOBBY GRAVES FARM,,38.320914,-75.687395,39871,39871,105000,Chickens-not laying hens-dry,,,Registered,,41058,2009-CCD-0186,
,67127,41936,,,"6902 Whiteley Rd, Federalsburg MD 21632",Caroline,CAFO,ROBERT HOWARD,,38.680473,-75.814998,41731,41802,69500,Chickens-not laying hens-dry,,,Registered,,41971,2014-CCD-0535,
,67079,40647,,,"1266 Laurel Rd, Mardela Springs MD 21837",Wicomico,CAFO,ROBERT JAMES HASTINGS/CRUSER MILL FARM,,38.525943,-75.712571,39871,39871,90000,Chickens-not laying hens-dry,,,Registered,,41270,2009-CCD-0187,
,133509,40730,,,"30091 Rabbit Hill Rd, Easton MD 21601",Talbot,CAFO,ROBERT P. SAATHOFF JR. FARM,,38.840363,-76.03151,40588,40588,54000,Chickens-not laying hens-dry,,,Registered,,41577,2011-CCD-0458,
,66534,39874,,,"3209 Peters Corner Rd, Queen Anne MD 21649",Queen Anne's,CAFO,ROBERT W. MCCORMICK/SANDY BRAE FARM,,39.150613,-75.775471,41015,39874,90000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0060,
,67176,40550,,,"5132 Clark Canning Hs. Rd, Federalsburg MD 21632",Dorchester,CAFO,ROCKIN' W. RANCH,,38.678338,-75.799288,,41164,57000,Chickens-not laying hens-dry,,,Registered,,41381,2009-CCD-0507,
,67169,41645,,,"7128 Hubbard Rd, Federalsburg MD 21632",Caroline,MAFO,ROLAND TODD/ROLAND'S ROASTER'S,,38.689986,-75.834721,39863,39863,178000,Chickens-not laying hens-dry,,,Registered,,41845,2009-MCD-0481,
,68025,40737,,,"5290 Harmony Rd5146 Harmony Rd, Preston MD 21655",Caroline,CAFO,RONALD AND JOYCE COHEE FARMS,,38.753409,-75.877899,40245,39870,107000,Chickens-not laying hens-dry,,,Registered,,40960,2009-CCD-0161,
,68102,41093,,,"2960 Jesterville Rd, Nanticoke MD 21840",Wicomico,CAFO,RONALD T. FISHER/THURMAN FARMS,,38.280152,-75.895036,41620,39869,44000,Chickens-not laying hens-dry,,,Registered,,41697,2009-CCD-0130,
,66627,40357,,,"11831 Big Stone Rd, Galena MD 21635",Kent,CAFO,RONALD W. VAN CULIN/WHITE STONE FARM,,39.299279,-75.767588,39874,39874,54000,Chickens-not laying hens-dry,,,Registered,,40694,2009-CCD-0066,
,66744,41523,,,"25986 Beauchamp Branch Rd, Denton MD 21629",Caroline,CAFO,"RONDEB FAMILY FARM, LLC",,38.806029,-75.803233,,41247,48000,Chickens-not laying hens-dry,,,Registered,,41632,2012-CCD-0650,
,129177,40415,,,"30581 Turkey Branch Rd, Westover MD 21871",Somerset,CAFO,RONNIE SCHROCK/BREEZEWOOD POULTRY FARM,,38.098455,-75.69344,40112,40112,56000,Chickens-not laying hens-dry,,,Registered,,40802,2009-CCD-0382,
,68149,40772,,,"8001 Old Ocean City Rd, Whaleyville MD 21872",Worcester,CAFO,RONNIE THOMPSON/YOFLY FARM,,38.392096,-75.297068,39891,39884,55000,Chickens-not laying hens-dry,,,Registered,,40928,2009-CCD-0339,
,66974,41807,,,"34330 Wango Rd, Pittsville MD 21850",Wicomico,CAFO,RYAN MARSHALL/ABM FARM,,38.323854,-75.391129,,41848,138000,Chickens-not laying hens-dry,,,Registered,,41936,2014-CCD-0698,
,130840,40941,,,"6718 Dion Rd, Federalsburg MD 21632",Caroline,CAFO,"S & W WHITETAIL FARM, LLC",,38.787856,-75.768758,40270,40270,80000,Chickens-not laying hens-dry,,,Registered,,41009,2010-CCD-0403,
,66987,41345,,,"27301Fitzgerald Rd, Princess Anne MD 21853",Somerset,CAFO,S.H.L. ANDERSON INC.,,38.197118,-75.80535,,39875,87000,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0537,
,67038,40442,,,"6635 Friendship Rd, Pittsville MD 21850",Wicomico,CAFO,SABAH EL-BAF/ALIBABA FARM,,38.373849,-75.386027,39867,39867,155000,Chickens-not laying hens-dry,,,Registered,,40798,2009-CCD-0111,
,66935,40357,,,"17254 Cool Spring Rd, Marydel MD 21646",Caroline,CAFO,SAMUEL F COOPER JR,,39.08025,-75.772401,39869,39869,111000,Chickens-not laying hens-dry,,,Registered,,40672,2009-CCD-0131,
,68043,40694,,,"12160 East Ridge Rd, Princess Anne MD 21853",Somerset,CAFO,SAMUEL W. HALL/EAST RIDGE FARM,,38.21512,-75.714704,39888,39863,72000,Chickens-not laying hens-dry,,,Registered,,41514,2009-CCD-0472,
,66985,40638,,,"32180 West Post Office Rd, Princess Anne MD 21853",Somerset,CAFO,SANDY RIDGE FARM INC.,,38.220967,-75.632951,39876,39876,92400,Chickens-not laying hens-dry,,,Registered,,41138,2009-CCD-0298,
,68001,40587,,,"1607 Unionville Rd, Pocomoke City MD 21851",Worcester,CAFO,SARAH T. CHISHOLM/PULLET DOWNS INC.,,38.066572,-75.592483,41319,39909,53000,Chickens-not laying hens-dry,,,Registered,,41845,2009-CCD-0362,
,68049,41841,,,"35618 Rayne Rd, Willards MD 21874",Wicomico,CAFO,SARFRAZ AHMAD/FAKHRA-SARFRAZ FARM,,38.412048,-75.376769,,41803,222600,Chickens-not laying hens-dry,,,Registered,,41949,2009-CCD-0246A,
,23563,41631,,,"Kibler Rd & Rte 314, Greensboro MD 21639",Caroline,CAFO,"SCHIFF FARMS, INC.",,38.960984,-75.769451,,40210,2800,Cattle - includes heifers,,,Registered,,41851,2010-CCA-0399,
,66874,40997,,,"3341 Choptank Rd, Preston MD 21655",Caroline,CAFO,"SCHMICK FARM, INC.",,38.699692,-75.926462,41431,39875,71600,Chickens-not laying hens-dry,,,Registered,,40623,2009-CCD-0050,
,68051,41709,,,"8475 Follow Ditch Rd, Westover MD 21871",Somerset,CAFO,SCOT BEAUCHAMP/HOME AND DAD'S FARMS,,38.112987,-75.612044,,39874,152000,Chickens-not laying hens-dry,,,Registered,,41800,2009-CCD-0520,
,67013,40165,,,"11034 Kittys Corner Rd, Cordova MD 21625",Talbot,CAFO,SCOTT COLLIER/COLLIER FARMS,,38.849758,-75.990518,39863,39863,122700,Chickens-not laying hens-dry,,,Registered,,40746,2009-CCD-0079,
,132412,41005,,,"22535 Tanyard Road, Preston MD 21655",Caroline,CAFO,SCOTT E. FRASE/HAILEY BAILEY FARM,,38.74892,-75.926093,,40477,60000,Chickens-not laying hens-dry,,,Registered,,40760,2010-CCD-0430,
,67194,41199,,,"3347 Betheden Church Rd, Pocomoke City MD 21851",Worcester,CAFO,SHABBIR CHOUDERY/CHOUDERY/PAK-AM FARMS,,38.112122,-75.461889,39875,39875,296400,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0277,
,96101,41642,,,"27340 Crisfield Marion Rd, Crisfield MD 21817",Somerset,CAFO,SHARON MACNEAL/CULLEN FARM,,38.02996,-75.814076,,41156,70000,Chickens-not laying hens-dry,,,Registered,,41794,2012-CCD-0679,
,66875,40410,,,"26786 Temple Rd, Marydel MD 21649",Caroline,CAFO,SHARON WELSH FARM,,39.11738,-75.767726,41303,39876,80000,Chickens-not laying hens-dry,,,Registered,,41265,2009-CCD-0299,
,143134,41121,,,"12338 Campbelltown Rd, Bishopville MD 21813",Worcester,CAFO,SMITH FARMS LIMITED PARTNERSHIP/B & D FARM,,38.424668,-75.235952,41831,41180,84000,Chickens-not laying hens-dry,,,Registered,,41948,2012-CCD-0691,
,66876,40431,,,"6158 Todd Rd, Federalsburg MD 21632",Caroline,CAFO,SMITHVILLE VIEW FARM LLC,,38.776021,-75.750236,40963,39874,137000,Chickens-not laying hens-dry,,,Registered,,40697,2009-CCD-0063,
,67165,41452,,,"3523 Chateau Drive, East New Market MD 21631",Dorchester,CAFO,SOON HEE KIM/UNION MILL FARM,,38.551365,-75.977356,,41452,60000,Chickens-not laying hens-dry,,,Registered,,41750,2013-CCD-0559,
,132493,40714,,,"6329 Statum Road, Preston MD 21655",Caroline,CAFO,STEPHEN EARL FOSTER/WHITE TAIL GROVE,,38.782257,-75.854941,40479,40479,60000,Chickens-not laying hens-dry,,,Registered,,41533,2010-CCD-0432,
,129184,41652,,,"28385 Old Eden Rd, Eden MD 21822",Wicomico,CAFO,STEVE STUART/DRAGON'S LAIR FARM,,38.29229, -75.626424,41568,41568,120000,Chickens-not laying hens-dry,,,Registered,,41726,2013-CCD-0381,
,66515,40108,,,"1905 Sudlersville Rd, Sudlersville MD 21668",Queen Anne's,CAFO,STEVEN R. HOSTETLER/ALMOSTA FARM,,39.167657,-75.93394,40967,39870,42000,Chickens-not laying hens-dry,,,Registered,,41414,2009-CCD-0163,
,68085,40561,,,"4518 Gadow Rd, Preston MD 21655",Caroline,CAFO,STEWART COHEE/BEN'S TURN,,38.732202,-75.875176,39874,39874,40000,Chickens-not laying hens-dry,,,Registered,,41577,2009-CCD-0250,
,67906,40625,,,"10614 Garland Rd, Denton MD 21624",Caroline,CAFO,STUART L. MARGREY/LYN LARK FARM,,38.89857,-75.799331,,40428,80000,Chickens-not laying hens-dry,,,Registered,,41514,2010-CCD-0423,
,67246,40445,,,"5450 Onley Rd, Girdletree MD 21829",Worcester,CAFO,SUCCESSFUL FARM INC,,38.094016,-75.412537,39864,39864,144800,Chickens-not laying hens-dry,,,Registered,,40830,2009-CCD-0100,
,68100,40612,,,"31151 Carioca Rd, Delmar MD 21875",Wicomico,CAFO,SUN SANG KIM/SUN'S CHICKEN FARM,,38.42521,-75.53189,39870,39870,50000,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0165,
,67050,40436,,,"4013 ST Luke Rd, Salisbury MD 21804",Wicomico,CAFO,SUNG PARK/BETHEL FARM,,38.303561,-75.602073,39868,39868,73600,Chickens-not laying hens-dry,,,Registered,,41520,2009-CCD-0117,
,67156,41183,,,"695 Bachmans Valley Rd, Westminster MD 21157",Carroll,CAFO,SUNNYSIDE POULTRY FARMS,,39.644592,-76.970588,,39874,398980,Laying hens - dry manure,,,Registered,,41470,2009-CCD-0521,
,67054,41810,,,"9502 Spring Hill Lane, Salisbury MD 21801",Wicomico,CAFO,SUSAN ARNOLD/BLACKWATER FARMS,,38.454616,-75.665641,39870,39870,62500,Chickens-not laying hens-dry,,,Registered,,41900,2009-CCD-0166,
,67173,40667,,,"6012 Newhart Mill Rd, Galestown MD 21659",Dorchester,MAFO,T. HARRY WHEEDLETON,,38.602989,-75.71436,41009,39875,88000,Chickens-not laying hens-dry,,,Registered,,41794,2009-MCD-0538,
,66966,41116,,,"4723 Stockton Rd, Pocomoke City MD 21851",Worcester,CAFO,TAE H. KIM/M & J FARM,,38.069865,-75.454796,39870,39870,65000,Chickens-not laying hens-dry,,,Registered,,41270,2009-CCD-0167,
,67149,40652,,,"8830 Calloway Rd, Willards MD 21874",Wicomico,CAFO,TAM PHAM/PHUONG TAM FARM,,38.432576,-75.394578,40448,40665,96000,Chickens-not laying hens-dry,,,Registered,,41523,2011-CCD-0466,
,66594,40365,,,"160 Cherry Blossom Farm Lane, Church Hill MD 21623",Queen Anne's,CAFO,"TAYLOR,BURGESS & BURGESS LLC",,39.095706,-75.914125,39870,39870,250000,Chickens-not laying hens-dry,,,Registered,,40805,2009-CCD-0168,
,21912,40609,,,"10311 Glade Rd, Walkersville MD 21793",Frederick,CAFO,"TEABOW, INCORPORATED",,39.514325,-77.343745,41807,40311,1672,Dairy Cattle,,,Registered,,41971,2010-CDC-0407,
,66994,41103,,,"29418 Hudson Corner, Marion MD 21838",Somerset,CAFO,THANH TRAN/CHOPTANK & LITTLE ANNEMESSEX,,38.040795,-75.735187,,41103,336000,Chickens-not laying hens-dry,,,Registered,,41810,2012-CCD-0615,
,67223,40550,,,"2501 Lambertson Rd, Pocomoke City MD 21851",Worcester,CAFO,THOAN PHAM/PETER & TERRY FARM,,38.082157,-75.497793,39868,39868,219700,Chickens-not laying hens-dry,,,Registered,,41534,2009-CCD-0118,
,66970,40606,,,"4356 Steele Neck Rd, Vienna MD 21869",Dorchester,CAFO,THOMAS DIGREGORIO/CAMLAU FARMS,,38.471266,-75.886803,41696,39882,53300,Chickens-not laying hens-dry,,,Registered,,41439,2009-CCD-0330,
,68124,40571,,,"7644 Downs Rd, Newark MD 21841",Worcester,CAFO,THOMAS HOWARD TRUITT/TEL FARMTHOMAS HOWARD TRUITT/T & L FARM,,38.268883,-75.252,39994,39994,40000,Chickens-not laying hens-dry,,,Registered,,41498,2009-CCD-0374,
,66538,40084,,,"115 Wright Neck Rd, Queen Anne MD 21617",Queen Anne's,CAFO,"THOMAS T. AUSTIN, JR./SERENITY FARM",,39.028604,-76.121621,40975,39875,105400,Chickens-not laying hens-dry,,,Registered,,40371,2009-CCD-0004,
,67000,41592,,,"27160 Cash Corner Rd, Crisfield MD 21817",Somerset,CAFO,THOMAS W. HORNSBY & JACQUI L. RANCHOR-HORNSBY/ DELILAH RUN,,37.991344,-75.813986,41592,41024,162500,Chickens-not laying hens-dry,,,Registered,,41697,2012-CCD-0620,
,67130,40436,,,"32158 Downing Rd, Delmar MD 21875",Wicomico,CAFO,TIM NGUYEN FARM,,38.427393,-75.497109,39895,39870,87200,Chickens-not laying hens-dry,,,Registered,,40983,2009-CCD-0170,
,66796,40441,,,"21361 Tanyard Rd, Preston MD 21673",Caroline,CAFO,TIMOTHY DANIELS/CHICKEN LITTLE FARM,,38.756991,-75.963658,39870,39870,105000,Chickens-not laying hens-dry,,,Registered,,40700,2009-CCD-0073,
,67124,40515,,,"9577 Old Railroad Rd, Mardela Springs MD 21837",Wicomico,CAFO,TIMOTHY M. WRIGHT/MUDDYBOTTOM FARM,,38.455829,-75.696264,,39877,67200,Chickens-not laying hens-dry,,,Registered,,41138,2009-CCD-0315,
,95219,41134,,,"312 Thisitville Circle, Centreville MD 21617",Queen Anne's,CAFO,"TINA L. JOHNSON/LITTLE CHICKS, LLC",,38.976077,-76.033983,,41134,108000,Chickens-not laying hens-dry,,,Registered,,41312,2012-CCD-0621,
,139965,41389,,,"31700 Mitchell Rd, Princess Anne MD 21853",Somerset,CAFO,TINY ANGELS,,38.150376,-75.653505,,41731,136000,Chickens-not laying hens-dry,,,Registered,,41800,2013-CCD-0658,
,131936,41451,,,"8001 Athol Rd, Hebron MD 21830",Wicomico,CAFO,TOMMY ANDREW NEAL/BURNS FARM,,38.412951,-75.758222,40413,40413,45400,Chickens-not laying hens-dry,,,Registered,,41523,2010-CCD-0419,
,131935,41393,,,"7507 Quantico Rd, Hebron MD 21830",Wicomico,CAFO,TOMMY ANDREW NEAL/GINNY LEE FARM,,38.399444,-75.711215,40413,40413,55800,Chickens-not laying hens-dry,,,Registered,,41470,2010-CCD-0420,
